employee_id,hiring_date,last_evaluation_date,termination_date,employment_status,age,gender,num_children,department,job_level,initial_salary,salary,contract_type,remote_ratio,tenure,num_projects,avg_monthly_hours,last_performance_score,promotions_last_2_years,training_hours_last_year,satisfaction_level,absences_last_6_months,internal_mobility_interest
cfc26c58-9f7d-4db1-9ef4-5b95d22eac7d,2018-03-07,2021-07-10,2024-02-29,Resigned,44,Male,0,Sales,Senior,28298,45276,Permanent,20,72,4,173,72,1,35,0.59,3,0
04163846-7d07-45fa-a191-25f59ff4e522,2015-07-21,2021-04-19,2021-04-17,Resigned,38,Other,1,Operations,Mid,26771,42164,Temporary,100,69,10,156,69,0,21,0.6,1,1
4dd3b51a-1a42-4a8b-8c76-dd0a3f6ec873,2021-07-11,2022-08-01,2024-09-30,Resigned,41,Female,0,Sales,Senior,23881,31642,Permanent,100,39,4,167,90,0,45,0.36,0,0
eecaca6a-0df0-4062-a789-f1559bd4b484,2013-03-05,2018-08-25,2023-03-07,Resigned,46,Male,1,Sales,Mid,18594,37342,Permanent,0,121,9,188,65,0,31,0.26,2,0
29bf1400-b1a2-4023-ae25-7d504c79a057,2014-07-02,2017-07-20,2016-05-25,Resigned,56,Other,0,HR,Mid,24714,29450,Permanent,20,23,10,161,66,1,6,0.63,1,1
d7138818-813b-446a-a96a-9568fcc9af8f,2016-06-30,2023-12-01,2020-01-08,Resigned,39,Other,0,IT,Junior,26551,35843,Permanent,0,42,10,217,75,0,23,0.3,2,1
811576e7-9f78-42f3-83ad-ec9af66d702b,2013-05-22,2023-06-29,2024-05-25,Resigned,44,Female,1,Operations,Senior,18608,39386,Temporary,0,134,8,203,73,1,12,0.43,1,0
470bbe01-c6c4-4caf-8a2b-915398d93ada,2019-12-15,2024-06-18,2022-06-07,Resigned,33,Male,1,Finance,Junior,23482,29352,Permanent,0,30,5,162,62,0,7,0.65,3,0
e54a615a-0726-4a7c-8b4c-34eebcb66f09,2019-06-27,2025-05-07,2025-03-06,Resigned,52,Other,2,Marketing,Junior,23894,37633,Temporary,80,69,9,147,68,0,7,0.2,1,0
2ec0eef7-5f7a-4211-9c4a-300d498a00dd,2010-08-14,2020-10-20,2015-02-13,Resigned,22,Female,1,Marketing,Junior,19098,27692,Permanent,50,54,10,160,69,0,44,0.4,0,1
8aa6f09b-7ba6-4679-82af-6f1006fdedba,2018-11-15,2024-12-04,2024-05-12,Resigned,26,Female,0,Marketing,Mid,18987,29429,Permanent,0,66,2,169,66,0,31,0.31,3,1
9a98b62a-a573-43b7-b098-68301945d577,2020-09-25,2022-06-24,2023-01-04,Resigned,29,Other,1,Finance,Manager,28140,34471,Permanent,20,27,4,163,66,0,58,0.54,2,0
a82019ea-638f-46c8-930b-d8f65e45dd7c,2014-04-14,2019-11-19,2020-12-02,Resigned,33,Female,0,IT,Senior,28904,48173,Permanent,100,80,1,130,69,1,0,0.81,3,0
ac69b314-5ba8-4482-afdd-7d389b54d186,2011-11-25,2023-11-16,2021-01-19,Resigned,22,Other,2,Marketing,Mid,19642,37810,Permanent,100,111,5,155,83,0,29,0.16,1,0
761b4820-ed99-4e4f-8007-d93678256ed0,2016-10-11,2023-01-31,2018-08-31,Resigned,55,Other,0,Sales,Mid,19056,22549,Permanent,20,22,2,149,78,0,5,0.35,0,1
ae7a6be8-09a7-4d37-a3cf-df7309d60a69,2010-02-22,2024-01-06,2020-01-17,Resigned,52,Male,0,Finance,Junior,22294,44588,Permanent,100,120,6,169,78,0,8,0.57,3,1
a40e4abf-3953-4f91-bb9d-bdb62827ae6e,2011-01-24,2023-02-23,2024-06-26,Resigned,58,Other,1,Operations,Mid,18232,42997,Permanent,50,163,5,153,66,0,32,0.21,0,1
feaa9c9e-933b-4bb1-b656-02f7191d1be1,2021-02-17,2022-08-07,2025-05-05,Resigned,26,Female,1,HR,Mid,28553,40688,Permanent,80,51,5,137,74,1,12,0.1,2,0
b5a9535d-4d0b-45f9-a7dc-82bd761d48a7,2010-07-23,2019-09-14,2022-09-11,Resigned,33,Female,0,Sales,Junior,25533,56810,Internship,100,147,6,173,88,1,20,0.26,0,1
4d30ca41-6dbf-4281-8ef6-af5a03e7191d,2011-05-27,2024-08-03,2015-04-23,Resigned,48,Other,0,Operations,Mid,28472,39623,Temporary,80,47,7,127,75,0,0,0.3,5,1
9779129f-1a38-45b1-b770-6abda1d468ba,2011-01-12,2016-06-24,2017-01-18,Resigned,60,Female,0,Finance,Junior,27909,44886,Permanent,0,73,8,187,82,0,29,0.83,4,0
aab7e307-1eba-4eeb-be64-71860baa93d4,2019-01-25,2022-07-21,2021-03-30,Resigned,55,Female,1,IT,Senior,21355,25981,Permanent,100,26,1,180,80,1,49,0.34,0,0
e21fbce0-f947-4751-aac9-5208fc9a96a7,2014-06-09,2017-01-10,2016-11-14,Resigned,50,Female,1,HR,Junior,25926,32191,Permanent,0,29,5,198,79,1,9,0.56,0,1
708c5178-2409-4401-87f2-7c450f2b4500,2014-08-14,2022-01-22,2017-03-02,Resigned,53,Other,2,Marketing,Junior,22064,27763,Permanent,80,31,7,170,82,0,15,0.6,1,0
f10b5329-3011-4c9a-a208-86284edd16f1,2014-05-30,2022-12-04,2015-04-11,Resigned,33,Male,0,Marketing,Junior,26732,28959,Permanent,100,10,5,217,65,0,0,0.85,0,1
ea41c455-ec7e-4446-baaa-d384a52efe1b,2017-12-07,2018-12-20,2020-04-10,Resigned,31,Female,0,Finance,Junior,20575,25375,Permanent,100,28,4,145,98,1,1,0.44,0,1
44e7a795-581d-4ced-892d-885b4a993d6f,2014-02-02,2014-03-16,2019-11-27,Resigned,29,Female,2,IT,Senior,25400,40216,Temporary,80,70,5,149,70,0,6,0.49,1,0
7a53b90a-e531-4c83-9ca1-a3bc35f1f9f3,2017-04-19,2017-11-22,2021-12-29,Resigned,32,Female,1,Marketing,Junior,28126,41485,Permanent,50,57,8,148,65,0,15,0.39,1,0
c95e03d9-fea7-4d34-861f-66b2e8e7d9f2,2015-03-31,2017-01-16,2022-07-16,Resigned,53,Male,0,HR,Junior,28693,49734,Temporary,0,88,6,158,55,0,7,0.6,1,0
2cf708fb-5e15-4c0a-941f-9721a9e85775,2019-07-15,2019-09-05,2024-07-02,Resigned,43,Other,0,Sales,Junior,18851,28276,Permanent,0,60,1,186,81,1,10,0.43,0,1
943f0fb7-caea-4874-9b07-36cae46c34c6,2019-05-14,2024-07-25,2024-11-11,Resigned,35,Other,0,HR,Junior,19676,30497,Permanent,0,66,10,187,75,1,13,0.28,1,0
d06cc27a-7907-47e7-ac38-bb597239c661,2021-07-09,2021-11-27,2022-11-18,Resigned,58,Female,1,HR,Junior,24874,28190,Internship,50,16,8,199,88,1,37,0.86,1,0
2c153e92-ef97-4418-8661-e448d8f4ad8c,2013-06-23,2015-04-03,2019-05-13,Resigned,50,Male,2,HR,Junior,24235,38574,Internship,50,71,10,170,72,1,23,0.41,1,0
21c601d0-bec4-4047-a5f9-190ab401143b,2021-06-04,2025-03-31,2023-01-01,Resigned,39,Other,1,Marketing,Mid,28963,33548,Permanent,0,19,2,173,69,1,3,0.83,1,1
1a2b15ed-364e-4dd5-b160-39a5e565c712,2015-02-21,2020-03-11,2015-12-10,Resigned,45,Male,1,IT,Junior,26088,28044,Temporary,50,9,9,146,67,1,13,0.14,2,0
83dfdd93-2648-46eb-b254-3024c69814f4,2019-08-04,2023-09-29,2024-06-07,Resigned,53,Female,1,IT,Senior,29382,43583,Permanent,0,58,7,183,74,0,15,0.33,0,0
49ff6c5b-c215-4051-8ec9-243ff8f447c6,2017-04-26,2022-09-18,2023-12-29,Resigned,33,Female,2,Operations,Junior,22018,36880,Permanent,100,81,7,156,77,0,26,0.79,4,0
57c39f19-29a4-43e5-8bcd-f9e6c2749f8a,2013-12-02,2020-02-11,2017-12-08,Resigned,46,Female,1,Operations,Mid,28827,40357,Permanent,50,48,5,157,71,0,34,0.1,1,1
91a5c729-9482-4e4f-8114-97351d731a65,2017-11-27,2023-12-31,2018-06-29,Resigned,58,Female,0,Marketing,Manager,25690,27188,Permanent,20,7,9,193,66,1,20,0.42,0,1
dc943fcf-2f34-4785-929c-9901f8180b70,2016-04-24,2016-05-15,2021-09-08,Resigned,49,Other,0,IT,Junior,22618,34869,Permanent,80,65,9,158,67,0,39,0.58,0,1
c1d387ac-a3fc-40e3-aa03-c448afb2b8a9,2012-06-01,2022-08-04,2019-09-28,Resigned,30,Other,0,Marketing,Senior,26066,45398,Permanent,50,89,2,173,68,0,44,0.54,1,1
b6a1680c-1193-4b6e-b9a4-65a7e96954d0,2021-09-04,2025-02-20,2022-08-14,Resigned,38,Other,1,HR,Mid,18372,20056,Permanent,0,11,9,174,72,1,24,0.56,1,1
25341b0f-1389-4482-9092-1909fa55a2b4,2013-01-06,2020-09-30,2015-03-01,Resigned,29,Male,2,HR,Junior,19228,23394,Permanent,0,26,10,142,80,0,16,0.92,4,0
fef7d735-1af6-4875-bd9b-26b92226f5b5,2017-08-22,2024-10-01,2018-06-17,Resigned,26,Other,1,Sales,Junior,27858,29947,Permanent,20,9,3,163,98,1,49,0.52,1,1
965566da-08ec-455b-9750-421d280e3868,2011-02-21,2012-07-14,2022-08-02,Resigned,31,Other,1,HR,Senior,20350,43922,Internship,100,139,10,214,76,1,0,0.22,1,0
3beaa732-45df-4728-9b38-34295f6e866f,2017-10-01,2019-05-12,2020-11-18,Resigned,53,Male,0,Finance,Senior,26376,34728,Permanent,20,38,9,151,80,1,10,0.67,3,0
44db40a1-0cdf-4e91-894a-c74e47f6db71,2020-02-08,2021-11-10,2023-05-28,Resigned,59,Other,2,Operations,Junior,19406,25874,Temporary,0,40,7,219,83,1,20,0.42,2,0
221df881-215f-4db4-a60f-0a579dc32a8d,2014-10-15,2022-07-23,2019-10-22,Resigned,31,Other,1,Sales,Mid,25884,39041,Permanent,50,61,2,144,73,0,20,0.41,3,0
99073b84-6d0c-4403-9374-eeb291a75b13,2014-01-10,2024-10-31,2024-05-06,Resigned,56,Male,1,Sales,Manager,28559,58307,Permanent,80,125,8,172,66,0,26,0.46,0,0
529980d4-6857-4c8e-b217-26eeaebc6b52,2013-05-03,2017-01-10,2017-10-03,Resigned,42,Male,2,Marketing,Mid,24698,35606,Permanent,80,53,3,137,68,1,4,0.24,1,1
9fad1dae-0551-44a1-9ad5-f6bbf626561a,2013-10-08,2018-08-11,2016-03-19,Resigned,23,Female,0,Sales,Mid,22396,27808,Permanent,50,29,3,116,57,0,44,0.49,1,1
669a7567-c32b-4367-9463-c955319e68c5,2012-12-09,2013-01-20,2024-06-13,Resigned,59,Female,0,Marketing,Junior,29857,64690,Permanent,100,140,3,152,78,1,14,0.5,3,1
f166268e-a716-47f7-9c38-7da1c38617d4,2015-07-08,2016-06-21,2020-08-16,Resigned,32,Other,2,Sales,Mid,27500,41708,Temporary,20,62,8,159,59,0,32,0.41,2,0
45cf6017-6daf-4024-9a6c-30ebb219b1d7,2012-03-01,2020-03-11,2022-07-11,Resigned,37,Male,2,Finance,Mid,22025,45151,Permanent,80,126,3,167,87,0,19,0.21,0,0
ebd034e2-a11a-42f6-a1cf-fd8024cab090,2018-12-30,2025-04-12,2020-10-19,Resigned,30,Female,1,Operations,Junior,22862,26862,Permanent,0,21,9,175,84,0,43,0.45,2,0
734fc4b9-28d4-4329-81cb-624ffeca8af1,2020-07-23,2022-08-06,2022-02-13,Resigned,56,Female,1,Marketing,Mid,28009,32443,Temporary,20,19,4,192,74,0,22,0.55,2,0
bb88c62d-1cc9-4300-bf08-a1c18d85c0b4,2012-05-24,2014-02-09,2013-12-17,Resigned,34,Female,1,Marketing,Junior,29013,33606,Permanent,0,19,10,168,67,0,34,0.18,1,1
a1a68c02-8435-4727-9933-27741b7bd0cf,2015-04-30,2024-08-03,2018-08-19,Resigned,47,Other,1,Sales,Manager,29785,39713,Permanent,50,40,2,194,73,1,3,0.3,0,1
8d57fe38-8bed-4eff-823b-fa605634ea8d,2012-03-25,2020-06-14,2016-09-01,Resigned,59,Male,2,Marketing,Senior,19006,27558,Permanent,80,54,2,150,64,0,9,0.47,3,0
fdeb6d9b-1c18-4ef6-bd77-d0052b8686ca,2014-05-25,2024-05-20,2024-08-07,Resigned,46,Female,0,IT,Mid,29589,60164,Permanent,100,124,1,147,77,0,11,0.5,2,1
9fd55415-558f-4cdb-83d5-03608bf031a0,2012-02-21,2020-08-17,2017-09-04,Resigned,32,Female,4,Finance,Mid,27851,43401,Temporary,80,67,7,178,90,1,7,0.33,1,0
e738db3b-ae9e-4521-8203-a72c64d1ef44,2019-09-14,2023-12-03,2021-07-20,Resigned,60,Male,1,Operations,Senior,19598,23190,Permanent,20,22,1,179,73,1,32,0.71,4,1
3e2d9e2c-4a3e-4796-a441-af9cdf67b912,2015-02-23,2021-07-31,2023-10-02,Resigned,23,Female,0,Sales,Mid,23215,43334,Permanent,0,104,8,200,87,1,30,0.52,2,1
dffcce4f-a74f-4f2b-aae1-40e40026abdd,2010-07-22,2023-05-21,2021-04-21,Resigned,36,Male,0,Marketing,Mid,27235,56739,Permanent,80,130,7,158,68,0,5,0.61,0,1
d5016989-74dc-4319-be07-d5451a448fda,2014-12-11,2015-07-30,2016-04-06,Resigned,59,Other,2,Operations,Junior,26613,30161,Permanent,20,16,7,151,66,0,52,0.62,3,0
e0d73eff-af82-4317-8ee3-e57fd68e8dd9,2018-11-21,2024-05-09,2023-04-04,Resigned,29,Male,2,HR,Mid,20742,29903,Permanent,50,53,10,161,66,1,31,0.33,3,0
b902ad43-4957-4075-b956-c187b2f9e29b,2014-04-03,2014-05-18,2014-11-21,Resigned,53,Other,2,Marketing,Mid,24384,25806,Temporary,0,7,3,161,72,1,9,0.22,0,1
fc6c767e-5111-464e-91e6-322c438970d9,2014-02-10,2019-06-26,2020-02-09,Resigned,22,Male,0,HR,Mid,23993,38588,Internship,0,73,10,221,72,0,12,0.53,5,0
789c27e1-033c-4071-bd88-9bb17708bb5d,2019-01-21,2023-06-03,2020-09-16,Resigned,36,Male,0,HR,Mid,24867,29011,Temporary,0,20,6,145,70,1,0,0.59,4,0
64589c5d-614d-42ad-ad37-919645d09296,2017-05-27,2017-06-22,2022-12-13,Resigned,47,Other,0,Marketing,Mid,27897,43472,Permanent,80,67,2,139,70,0,28,0.29,0,0
61cf4c3a-38c1-4038-af46-3cbf11f318ab,2013-06-27,2019-03-28,2014-11-30,Resigned,51,Male,1,Sales,Manager,29517,33698,Permanent,80,17,4,194,78,1,9,0.64,1,1
c8535155-0447-4c36-8983-744119e40a91,2011-06-11,2021-12-04,2019-01-22,Resigned,36,Other,2,Marketing,Junior,26300,46463,Permanent,0,92,4,183,82,1,35,0.37,2,1
d0e5423b-23f3-4052-89f6-1fb4efb154b3,2011-03-05,2018-07-01,2019-02-12,Resigned,33,Other,0,IT,Junior,27840,50112,Internship,0,96,8,178,75,1,18,0.35,2,0
3a138762-6e9f-4d49-95b4-27e7bf346105,2019-04-14,2021-05-16,2025-03-03,Resigned,43,Female,2,Finance,Mid,20175,32111,Permanent,20,71,5,146,69,1,15,0.1,1,1
8b87f9c3-cfce-493f-b5ce-deabcc785539,2010-07-06,2022-05-09,2022-05-05,Resigned,49,Male,0,Finance,Mid,27012,59426,Temporary,50,144,10,142,83,1,26,0.31,2,0
7c831950-b729-4821-9e53-139d78ebf4a7,2020-10-21,2022-08-19,2024-08-12,Resigned,43,Female,0,Finance,Junior,24072,33299,Temporary,0,46,8,169,78,1,25,0.22,1,1
f22a2d58-77d5-4e8d-86b3-7333af6da2f3,2012-04-12,2020-10-03,2013-05-19,Resigned,31,Male,2,Finance,Mid,22846,25320,Permanent,80,13,3,143,77,1,17,0.58,2,0
48a9a762-191d-44ac-8a55-63cc2b323eb1,2019-08-13,2021-06-17,2023-01-08,Resigned,44,Other,1,Operations,Mid,23327,31297,Permanent,80,41,10,155,79,1,29,0.56,1,0
ae6f33e4-66ec-4807-9556-5c18b591d382,2021-05-25,2024-03-07,2022-12-29,Resigned,22,Female,3,Finance,Mid,28361,32851,Permanent,0,19,3,159,70,1,24,0.56,2,0
6679a859-5b62-4c79-825d-9dab9cf5ddab,2017-06-01,2020-04-03,2019-02-28,Resigned,49,Other,0,IT,Mid,20762,24395,Permanent,100,21,7,186,70,1,17,0.18,1,1
e3624a68-6de2-4670-aa25-dd715b02576b,2015-01-30,2017-05-23,2020-06-23,Resigned,24,Other,0,HR,Junior,23486,36207,Permanent,20,65,6,150,58,0,6,0.4,0,0
2fd970e8-a0cc-458a-bfcc-bcafeaec4972,2011-07-30,2023-09-01,2016-08-23,Resigned,51,Male,1,IT,Manager,23602,35599,Internship,80,61,10,148,74,1,37,0.72,3,1
050b899a-0427-49ea-acfe-2fd7c621c524,2021-12-30,2024-06-08,2023-11-04,Resigned,38,Male,1,Finance,Mid,24619,29132,Temporary,100,22,9,150,81,1,44,0.52,3,1
31517a9b-2d80-4cde-92f3-087ab68b59b8,2015-11-12,2024-11-20,2018-01-07,Resigned,42,Other,1,Operations,Mid,20959,25500,Permanent,20,26,5,145,70,1,12,0.91,1,1
82438b17-8ee6-474a-8772-5224f34e8d81,2011-04-25,2011-09-29,2014-03-09,Resigned,51,Male,1,Marketing,Junior,21711,27862,Permanent,20,34,3,197,57,1,0,0.14,0,1
8e36147e-2aa7-446f-bd7e-ba3a470c6d6a,2016-04-30,2022-05-14,2023-05-13,Resigned,51,Other,1,Sales,Senior,26645,45518,Permanent,20,85,6,140,100,0,35,0.61,2,0
2875f8b9-3446-4c21-85d1-32699604264d,2017-05-04,2019-03-18,2024-10-19,Resigned,57,Other,1,Finance,Junior,27096,47418,Temporary,0,90,5,156,76,1,10,0.5,0,1
085aa10f-5ba4-4363-8fdd-e28d9248a219,2015-03-21,2015-11-16,2022-12-08,Resigned,57,Male,0,IT,Junior,21567,38281,Permanent,100,93,7,208,91,1,0,0.43,0,0
ddacf204-1136-4938-95e4-f22ee3ee4f05,2012-12-11,2021-07-21,2018-12-12,Resigned,37,Female,1,Marketing,Mid,24593,39553,Permanent,100,73,5,175,84,0,36,0.52,2,1
6d3f9541-dc67-44de-9ad3-c13376c0ebd4,2015-12-29,2019-05-19,2019-05-14,Resigned,49,Other,2,HR,Junior,27982,37542,Internship,0,41,9,100,62,0,19,0.33,1,1
ae49aae0-2140-4550-b513-bd7a2cc92a7c,2011-01-19,2013-09-10,2014-10-22,Resigned,29,Other,1,Marketing,Junior,21256,29227,Permanent,0,45,1,142,80,1,7,0.69,0,0
1bb53d8c-afd9-444b-9aee-352cb56bc83f,2010-08-22,2014-11-17,2015-11-05,Resigned,27,Male,0,Operations,Junior,21825,33283,Permanent,0,63,8,170,75,0,5,0.45,4,1
31fe1512-5927-46a5-a931-819b32616d2a,2020-10-12,2021-03-25,2021-07-01,Resigned,57,Female,3,Marketing,Mid,24983,26648,Permanent,50,8,10,142,78,0,0,0.29,0,1
97e0c169-c2fa-4d3f-ba30-91d1b98ce006,2014-04-15,2016-10-26,2019-10-13,Resigned,31,Male,1,Operations,Mid,23319,36144,Temporary,0,66,8,186,81,0,21,0.44,2,1
9fdc9f6d-25c4-4914-a1a3-e0de8c048fe0,2013-12-26,2021-11-27,2014-12-01,Resigned,41,Male,0,IT,Senior,23422,25569,Temporary,0,11,8,164,93,1,16,0.26,2,1
c0fb560c-e4a7-4bf5-88c0-ff85f65d40f2,2020-02-14,2023-03-05,2023-03-29,Resigned,32,Other,0,Finance,Mid,22757,29773,Permanent,20,37,7,137,91,0,16,0.28,1,0
5c3bcdc8-aa6e-46f4-b1c1-be8019e461d3,2013-06-12,2024-08-29,2016-11-16,Resigned,58,Male,0,Operations,Senior,19295,25887,Permanent,50,41,6,176,77,1,34,0.79,1,1
00b0e7c9-f126-485d-9add-60868c5b7804,2015-02-20,2021-01-24,2024-10-17,Resigned,35,Other,0,Sales,Senior,19002,37528,Temporary,50,117,1,153,65,1,28,0.28,2,0
7b14ad49-7c03-4b1d-bef4-a3f1be83cdb3,2019-03-10,2023-03-03,2021-04-10,Resigned,29,Male,1,Operations,Senior,28220,34099,Permanent,100,25,4,114,69,0,0,0.43,3,1
04d181f2-f16a-4fd6-a095-4e888d628168,2011-07-26,2022-03-18,2014-02-09,Resigned,43,Male,3,HR,Mid,22160,27700,Permanent,0,30,7,127,74,0,24,0.61,1,1
90ef5928-9881-4ed6-a8ec-5655c3739362,2016-01-09,2017-05-23,2024-09-12,Resigned,32,Male,1,IT,Junior,28835,54065,Temporary,0,105,4,117,74,1,6,0.66,0,0
0bd2c346-04fc-4115-a306-2eaad90702d5,2013-01-04,2020-03-17,2023-10-30,Resigned,42,Male,0,HR,Senior,26101,54594,Permanent,0,131,10,147,79,0,33,0.59,0,1
76d94913-3445-4db8-8edd-01c0a0547525,2015-08-26,2020-08-29,2018-09-20,Resigned,51,Male,3,Finance,Mid,18528,24240,Temporary,50,37,7,189,74,0,24,0.84,1,0
911a8f7b-2ff3-47d6-a86d-57b0560957b5,2013-05-02,2024-03-19,2014-11-24,Resigned,58,Female,0,IT,Junior,29079,33683,Permanent,80,19,8,157,89,1,25,0.48,1,0
3345a8e1-54fb-43b3-8857-d4995bb8e18e,2016-08-06,2018-11-22,2020-03-10,Resigned,28,Other,0,Operations,Mid,19577,26592,Permanent,80,43,5,186,58,1,5,0.46,1,0
5502e3af-8049-4638-ad9c-a37504f57fc6,2016-04-26,2021-07-21,2019-05-16,Resigned,45,Other,4,Marketing,Junior,27648,36172,Permanent,100,37,3,183,82,0,25,0.37,2,0
92fe0a50-7656-4fe6-b4cf-835b46b6a909,2021-10-02,2025-02-09,2023-09-28,Resigned,36,Female,2,Marketing,Senior,20816,24979,Temporary,20,24,2,156,70,1,0,0.46,2,1
17c3308e-b9ce-44bc-962f-210937d8e669,2011-07-21,2014-02-19,2024-07-09,Resigned,52,Female,1,IT,Manager,29756,68686,Permanent,100,157,1,150,62,1,31,0.49,2,0
c9413172-7aeb-4725-9a88-743c705f3129,2020-05-02,2022-09-25,2021-12-11,Resigned,27,Male,1,Marketing,Senior,18989,21995,Internship,50,19,1,144,60,0,0,0.26,0,0
145f2028-ed48-4fc1-8a00-efb40b42d6f3,2014-04-16,2018-06-26,2017-11-24,Resigned,57,Other,1,IT,Junior,22038,29934,Permanent,100,43,5,187,60,1,2,0.22,0,0
3aeb9414-a2a0-4b70-9f36-b7cdf2421e31,2019-07-01,2025-02-19,2025-01-22,Resigned,45,Female,1,Marketing,Mid,21294,33183,Permanent,20,67,3,183,68,0,54,0.74,0,0
24d615c2-59cc-4a0e-950c-bbaf2bc1c51e,2020-04-28,2021-07-16,2022-05-17,Resigned,27,Female,1,HR,Junior,20840,25008,Permanent,0,24,10,163,59,1,19,0.46,1,0
77a74eab-aa44-4852-a019-8797b3b3d5c4,2015-06-06,2024-01-24,2020-10-07,Resigned,46,Female,0,Operations,Mid,25225,38888,Permanent,80,65,1,149,82,0,50,0.39,0,1
a85ea3e5-1af5-43b6-8f8c-846e143de3c5,2011-06-06,2015-03-18,2017-01-11,Resigned,35,Other,1,Operations,Junior,19414,30415,Internship,20,68,6,170,80,1,36,0.49,3,1
03ccc1cf-7333-4883-af36-4aefaf86e690,2013-03-20,2014-05-17,2019-05-27,Resigned,32,Other,1,Marketing,Senior,26385,42875,Permanent,50,75,8,148,68,0,1,0.55,2,0
70802f7a-a756-49eb-8271-fe7699804c1d,2012-05-08,2013-11-06,2013-05-01,Resigned,37,Other,0,Marketing,Senior,26565,29000,Temporary,50,11,1,163,96,1,4,0.62,2,1
211251c6-bb1b-41f6-8890-e9a868be9bb0,2014-04-29,2014-05-14,2019-09-15,Resigned,52,Female,0,Marketing,Junior,25344,39071,Permanent,0,65,6,143,74,0,24,0.38,3,1
775ce3c3-0217-4095-9afc-574838fe54f3,2018-08-11,2019-10-12,2023-03-01,Resigned,51,Female,1,Sales,Junior,18463,26925,Internship,80,55,9,168,79,1,21,0.92,1,0
b6968bf2-3fb9-48ec-9088-16aa6ec61a66,2013-10-12,2022-12-31,2021-05-27,Resigned,44,Female,1,IT,Senior,22989,40613,Permanent,80,92,6,135,77,1,10,0.43,3,0
c3172a21-d2ee-4033-b8eb-54f0a08fda0c,2020-07-14,2022-06-27,2023-05-02,Resigned,34,Male,0,Finance,Senior,27559,35367,Internship,80,34,7,113,94,0,29,0.83,1,1
efcaf17c-a29b-4d1d-88bd-16f7e733bf80,2016-01-26,2025-03-20,2023-10-10,Resigned,41,Other,3,Marketing,Junior,21949,38959,Permanent,20,93,8,139,77,1,16,0.44,3,0
63a6964c-8da4-4f45-9edc-e4235c6854f7,2012-11-19,2013-03-15,2021-07-24,Resigned,26,Male,0,Finance,Mid,26668,50002,Permanent,0,105,2,179,68,1,11,0.54,1,1
4e09e2de-9369-4d34-926a-14dee2547d79,2021-06-20,2022-05-19,2023-08-21,Resigned,28,Other,1,HR,Junior,25474,30993,Temporary,100,26,1,144,85,0,0,0.62,2,0
9a6a89a4-1762-434c-abfb-144586dc9a6a,2012-12-06,2016-09-29,2015-07-28,Resigned,59,Male,2,Marketing,Mid,24359,30854,Permanent,20,32,5,127,65,1,38,1.0,0,0
1d54dbe6-408e-4a3c-9e80-f6496cb0b288,2010-10-02,2013-07-29,2020-10-11,Resigned,25,Female,1,IT,Senior,18623,37556,Permanent,20,122,4,203,83,0,33,0.48,1,0
01ec0a35-7b7b-4efd-8724-d38972633e80,2013-11-13,2015-01-05,2016-06-29,Resigned,49,Female,1,Marketing,Junior,24886,31314,Permanent,0,31,1,162,79,0,24,0.77,3,1
f39d3dcc-115f-4849-8774-1debc2f46ac8,2013-08-31,2021-10-13,2016-03-21,Resigned,59,Male,0,Marketing,Senior,20441,25721,Permanent,80,31,3,179,83,1,33,0.21,2,0
9c45408c-8fe6-4208-9a1a-91cc51497e58,2015-05-19,2023-08-22,2023-03-29,Resigned,22,Female,0,Operations,Junior,26938,48263,Permanent,20,95,4,237,69,1,2,0.14,3,1
38dfda5e-c967-4610-8465-92d3e90f427e,2015-07-07,2018-09-04,2016-12-17,Resigned,29,Male,1,Sales,Manager,21776,24860,Permanent,80,17,10,159,58,1,13,0.47,0,0
50d955cd-e0b5-472d-b547-d7956975441c,2013-06-24,2025-01-23,2014-10-31,Resigned,45,Male,1,HR,Junior,29450,33376,Permanent,50,16,7,166,55,1,40,0.18,1,0
3f3e8bb8-6ca2-4753-bcc3-324299aa47d7,2013-11-03,2016-08-29,2018-10-13,Resigned,57,Other,1,Marketing,Junior,27569,41353,Permanent,80,60,8,165,75,0,0,0.62,1,1
fe0ea385-be57-4eba-9fc8-deab2871bfbd,2019-05-31,2024-08-14,2022-02-02,Resigned,42,Other,1,Sales,Junior,22919,29030,Permanent,80,32,1,153,74,0,37,0.44,0,0
cadcd2b5-0b3c-4533-b678-2a341d48a120,2017-01-17,2022-12-02,2022-04-11,Resigned,57,Male,1,HR,Junior,23981,36571,Permanent,100,63,7,163,81,0,30,0.54,2,1
dde11f09-22b9-48f0-be15-8551f396600f,2016-09-05,2022-10-03,2024-05-06,Resigned,28,Female,1,HR,Mid,25256,44829,Permanent,100,93,9,139,67,0,6,0.39,2,0
e6dde7a5-7648-4c06-9641-0ae04be7a410,2014-12-29,2022-10-09,2017-06-25,Resigned,54,Other,3,IT,Senior,29537,36921,Temporary,50,30,2,129,68,1,12,0.49,1,0
0489538a-595c-44c4-9208-554d881c201c,2016-07-17,2021-11-11,2019-08-08,Resigned,51,Female,1,Marketing,Mid,21496,28123,Internship,80,37,7,146,62,1,0,0.44,0,0
4f971072-ff74-4f10-a89e-3e487ee15abc,2018-09-25,2019-11-23,2023-03-26,Resigned,27,Other,1,Operations,Junior,19660,28507,Temporary,80,54,6,170,73,0,20,0.35,1,0
